"","X","dm","gdr","smk","age","sbp","chl","refv","AFR_D","AFR_E","AMR_A","AMR_B","AMR_D","EMR_B","EMR_D","EUR_A","EUR_B","EUR_C","SEAR_B","SEAR_D","WPR_B","WPR_A"
"279",279,1,1,0,50,180,7,501101807,">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%","30% to <40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%"
"280",280,1,1,0,50,180,8,501101808,">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%"
"281",281,1,1,0,60,120,4,601101204,"<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%"
"282",282,1,1,0,60,120,5,601101205,"<10%","<10%","10% to <20%","<10%","<10%","<10%","10% to <20%","<10%","<10%","<10%","<10%","10% to <20%","<10%","<10%"
"283",283,1,1,0,60,120,6,601101206,"<10%","<10%","10% to <20%","<10%","<10%","10% to <20%","10% to <20%","<10%","<10%","10% to <20%","<10%","10% to <20%","<10%","<10%"
"284",284,1,1,0,60,120,7,601101207,"10% to <20%","10% to <20%","20% to <30%","10% to <20%","10% to <20%","10% to <20%","20% to <30%","<10%","10% to <20%","10% to <20%","10% to <20%","20% to <30%","10% to <20%","<10%"
"285",285,1,1,0,60,120,8,601101208,"20% to <30%","20% to <30%","30% to <40%","10% to <20%","10% to <20%","30% to <40%","30% to <40%","10% to <20%","10% to <20%","20% to <30%","10% to <20%","30% to <40%","10% to <20%","10% to <20%"
"286",286,1,1,0,60,140,4,601101404,"<10%","<10%","10% to <20%","<10%","<10%","10% to <20%","10% to <20%","<10%","<10%","10% to <20%","<10%","10% to <20%","10% to <20%","<10%"
"287",287,1,1,0,60,140,5,601101405,"10% to <20%","10% to <20%","10% to <20%","10% to <20%","10% to <20%","10% to <20%","20% to <30%","<10%","10% to <20%","10% to <20%","10% to <20%","20% to <30%","10% to <20%","10% to <20%"
"288",288,1,1,0,60,140,6,601101406,"10% to <20%","10% to <20%","20% to <30%","10% to <20%","10% to <20%","20% to <30%","20% to <30%","10% to <20%","10% to <20%","20% to <30%","10% to <20%","30% to <40%","10% to <20%","10% to <20%"
"289",289,1,1,0,60,140,7,601101407,"20% to <30%","20% to <30%","30% to <40%","20% to <30%","20% to <30%","30% to <40%","30% to <40%","10% to <20%","20% to <30%","20% to <30%","10% to <20%",">=40%","20% to <30%","10% to <20%"
"290",290,1,1,0,60,140,8,601101408,"30% to <40%","20% to <30%",">=40%","30% to <40%","30% to <40%",">=40%",">=40%","20% to <30%","30% to <40%",">=40%","20% to <30%",">=40%","30% to <40%","20% to <30%"
"291",291,1,1,0,60,160,4,601101604,"10% to <20%","10% to <20%","20% to <30%","20% to <30%","10% to <20%","20% to <30%","20% to <30%","10% to <20%","10% to <20%","20% to <30%","10% to <20%","20% to <30%","20% to <30%","10% to <20%"
"292",292,1,1,0,60,160,5,601101605,"20% to <30%","10% to <20%","30% to <40%","20% to <30%","20% to <30%","30% to <40%","30% to <40%","10% to <20%","20% to <30%","20% to <30%","20% to <30%","30% to <40%","30% to <40%","20% to <30%"
"293",293,1,1,0,60,160,6,601101606,"20% to <30%","20% to <30%",">=40%","30% to <40%","20% to <30%",">=40%",">=40%","20% to <30%","20% to <30%","30% to <40%","20% to <30%",">=40%","30% to <40%","20% to <30%"
"294",294,1,1,0,60,160,7,601101607,"30% to <40%","30% to <40%",">=40%",">=40%","30% to <40%",">=40%",">=40%","20% to <30%","30% to <40%",">=40%","30% to <40%",">=40%",">=40%","30% to <40%"
"295",295,1,1,0,60,160,8,601101608,">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%","30% to <40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%"
"296",296,1,1,0,60,180,4,601101804,">=40%","30% to <40%",">=40%",">=40%","30% to <40%",">=40%",">=40%","20% to <30%",">=40%",">=40%","30% to <40%",">=40%",">=40%","30% to <40%"
"297",297,1,1,0,60,180,5,601101805,">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%","30% to <40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%"
"298",298,1,1,0,60,180,6,601101806,">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%"
"299",299,1,1,0,60,180,7,601101807,">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%"
"300",300,1,1,0,60,180,8,601101808,">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%"
"301",301,1,1,0,70,120,4,701101204,"<10%","<10%","10% to <20%","10% to <20%","<10%","10% to <20%","10% to <20%","10% to <20%","<10%","10% to <20%","<10%","10% to <20%","10% to <20%","<10%"
"302",302,1,1,0,70,120,5,701101205,"10% to <20%","10% to <20%","20% to <30%","10% to <20%","10% to <20%","10% to <20%","20% to <30%","10% to <20%","10% to <20%","10% to <20%","10% to <20%","10% to <20%","10% to <20%","10% to <20%"
"303",303,1,1,0,70,120,6,701101206,"10% to <20%","10% to <20%","30% to <40%","10% to <20%","10% to <20%","20% to <30%","20% to <30%","10% to <20%","10% to <20%","20% to <30%","10% to <20%","20% to <30%","10% to <20%","10% to <20%"
"304",304,1,1,0,70,120,7,701101207,"10% to <20%","10% to <20%","30% to <40%","20% to <30%","20% to <30%","20% to <30%","30% to <40%","10% to <20%","20% to <30%","20% to <30%","10% to <20%","30% to <40%","20% to <30%","10% to <20%"
"305",305,1,1,0,70,120,8,701101208,"20% to <30%","20% to <30%",">=40%","30% to <40%","30% to <40%","30% to <40%",">=40%","20% to <30%","20% to <30%","30% to <40%","20% to <30%",">=40%","20% to <30%","20% to <30%"
"306",306,1,1,0,70,140,4,701101404,"10% to <20%","10% to <20%","20% to <30%","10% to <20%","10% to <20%","20% to <30%","20% to <30%","10% to <20%","10% to <20%","20% to <30%","10% to <20%","20% to <30%","20% to <30%","10% to <20%"
"307",307,1,1,0,70,140,5,701101405,"10% to <20%","10% to <20%","30% to <40%","20% to <30%","20% to <30%","20% to <30%","30% to <40%","20% to <30%","20% to <30%","20% to <30%","10% to <20%","30% to <40%","20% to <30%","10% to <20%"
"308",308,1,1,0,70,140,6,701101406,"20% to <30%","20% to <30%",">=40%","20% to <30%","20% to <30%","30% to <40%",">=40%","20% to <30%","20% to <30%","30% to <40%","20% to <30%","30% to <40%","30% to <40%","20% to <30%"
"309",309,1,1,0,70,140,7,701101407,"30% to <40%","20% to <30%",">=40%","30% to <40%","30% to <40%",">=40%",">=40%","30% to <40%","30% to <40%",">=40%","20% to <30%",">=40%","30% to <40%","20% to <30%"
"310",310,1,1,0,70,140,8,701101408,">=40%","20% to <30%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%","30% to <40%",">=40%",">=40%","30% to <40%"
"311",311,1,1,0,70,160,4,701101604,"20% to <30%","10% to <20%","30% to <40%","20% to <30%","20% to <30%","30% to <40%","30% to <40%","20% to <30%","20% to <30%","30% to <40%","20% to <30%","30% to <40%","30% to <40%","20% to <30%"
"312",312,1,1,0,70,160,5,701101605,"20% to <30%","20% to <30%",">=40%","30% to <40%","30% to <40%",">=40%",">=40%","30% to <40%","30% to <40%",">=40%","20% to <30%",">=40%",">=40%","30% to <40%"
"313",313,1,1,0,70,160,6,701101606,"30% to <40%","30% to <40%",">=40%",">=40%",">=40%",">=40%",">=40%","30% to <40%","30% to <40%",">=40%","30% to <40%",">=40%",">=40%","30% to <40%"
"314",314,1,1,0,70,160,7,701101607,">=40%","30% to <40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%","30% to <40%",">=40%",">=40%",">=40%"
"315",315,1,1,0,70,160,8,701101608,">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%"
"316",316,1,1,0,70,180,4,701101804,">=40%","30% to <40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%"
"317",317,1,1,0,70,180,5,701101805,">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%"
"318",318,1,1,0,70,180,6,701101806,">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%"
"319",319,1,1,0,70,180,7,701101807,">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%"
"320",320,1,1,0,70,180,8,701101808,">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%"
"321",321,0,0,1,40,120,4,400011204,"<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%"
"322",322,0,0,1,40,120,5,400011205,"<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%"
"323",323,0,0,1,40,120,6,400011206,"<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%"
"324",324,0,0,1,40,120,7,400011207,"<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%"
"325",325,0,0,1,40,120,8,400011208,"<10%","<10%","10% to <20%","<10%","10% to <20%","<10%","<10%","<10%","<10%","<10%","10% to <20%","20% to <30%","<10%","<10%"
"326",326,0,0,1,40,140,4,400011404,"<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%"
"327",327,0,0,1,40,140,5,400011405,"<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%"
"328",328,0,0,1,40,140,6,400011406,"<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%"
"329",329,0,0,1,40,140,7,400011407,"<10%","<10%","10% to <20%","10% to <20%","<10%","<10%","<10%","<10%","<10%","<10%","10% to <20%","10% to <20%","<10%","<10%"
"330",330,0,0,1,40,140,8,400011408,"20% to <30%","10% to <20%","20% to <30%","20% to <30%","10% to <20%","10% to <20%","10% to <20%","<10%","20% to <30%","10% to <20%","20% to <30%",">=40%","20% to <30%","10% to <20%"
"331",331,0,0,1,40,160,4,400011604,"<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%"
"332",332,0,0,1,40,160,5,400011605,"<10%","<10%","10% to <20%","10% to <20%","<10%","<10%","<10%","<10%","<10%","<10%","10% to <20%","10% to <20%","<10%","<10%"
"333",333,0,0,1,40,160,6,400011606,"10% to <20%","10% to <20%","10% to <20%","20% to <30%","10% to <20%","10% to <20%","10% to <20%","<10%","10% to <20%","<10%","20% to <30%","20% to <30%","10% to <20%","<10%"
"334",334,0,0,1,40,160,7,400011607,"20% to <30%","20% to <30%","30% to <40%","30% to <40%","20% to <30%","10% to <20%","10% to <20%","<10%","20% to <30%","10% to <20%","30% to <40%",">=40%","20% to <30%","10% to <20%"
"335",335,0,0,1,40,160,8,400011608,">=40%","30% to <40%",">=40%",">=40%",">=40%","20% to <30%","30% to <40%","10% to <20%",">=40%","20% to <30%",">=40%",">=40%",">=40%","20% to <30%"
"336",336,0,0,1,40,180,4,400011804,"10% to <20%","20% to <30%","20% to <30%","30% to <40%","20% to <30%","10% to <20%","20% to <30%","<10%","20% to <30%","10% to <20%","30% to <40%","30% to <40%","20% to <30%","20% to <30%"
"337",337,0,0,1,40,180,5,400011805,"20% to <30%","30% to <40%","30% to <40%",">=40%","30% to <40%","20% to <30%","30% to <40%","10% to <20%","30% to <40%","20% to <30%",">=40%",">=40%","30% to <40%","20% to <30%"
"338",338,0,0,1,40,180,6,400011806,">=40%",">=40%",">=40%",">=40%",">=40%","30% to <40%",">=40%","20% to <30%",">=40%","30% to <40%",">=40%",">=40%",">=40%","30% to <40%"
"339",339,0,0,1,40,180,7,400011807,">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%","30% to <40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%"
"340",340,0,0,1,40,180,8,400011808,">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%"
"341",341,0,0,1,50,120,4,500011204,"<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%"
"342",342,0,0,1,50,120,5,500011205,"<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%"
"343",343,0,0,1,50,120,6,500011206,"<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%"
"344",344,0,0,1,50,120,7,500011207,"<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","10% to <20%","<10%","<10%"
"345",345,0,0,1,50,120,8,500011208,"<10%","<10%","10% to <20%","10% to <20%","10% to <20%","<10%","<10%","<10%","<10%","<10%","10% to <20%","20% to <30%","<10%","<10%"
"346",346,0,0,1,50,140,4,500011404,"<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%"
"347",347,0,0,1,50,140,5,500011405,"<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%"
"348",348,0,0,1,50,140,6,500011406,"<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","10% to <20%","10% to <20%","<10%","<10%"
"349",349,0,0,1,50,140,7,500011407,"10% to <20%","<10%","10% to <20%","10% to <20%","10% to <20%","<10%","<10%","<10%","<10%","<10%","10% to <20%","20% to <30%","10% to <20%","<10%"
"350",350,0,0,1,50,140,8,500011408,"20% to <30%","10% to <20%","20% to <30%","20% to <30%","10% to <20%","10% to <20%","10% to <20%","<10%","20% to <30%","10% to <20%","20% to <30%",">=40%","20% to <30%","10% to <20%"
"351",351,0,0,1,50,160,4,500011604,"<10%","<10%","<10%","10% to <20%","<10%","<10%","<10%","<10%","<10%","<10%","10% to <20%","10% to <20%","<10%","<10%"
"352",352,0,0,1,50,160,5,500011605,"<10%","<10%","10% to <20%","10% to <20%","10% to <20%","10% to <20%","10% to <20%","<10%","<10%","<10%","10% to <20%","20% to <30%","10% to <20%","<10%"
"353",353,0,0,1,50,160,6,500011606,"10% to <20%","10% to <20%","20% to <30%","20% to <30%","10% to <20%","10% to <20%","10% to <20%","<10%","10% to <20%","<10%","20% to <30%","30% to <40%","10% to <20%","10% to <20%"
"354",354,0,0,1,50,160,7,500011607,"20% to <30%","20% to <30%","30% to <40%","30% to <40%","20% to <30%","20% to <30%","20% to <30%","10% to <20%","20% to <30%","10% to <20%","30% to <40%",">=40%","20% to <30%","10% to <20%"
"355",355,0,0,1,50,160,8,500011608,">=40%","30% to <40%",">=40%",">=40%",">=40%",">=40%",">=40%","10% to <20%",">=40%","20% to <30%",">=40%",">=40%",">=40%","20% to <30%"
"356",356,0,0,1,50,180,4,500011804,"20% to <30%","20% to <30%","20% to <30%","30% to <40%","20% to <30%","20% to <30%","20% to <30%","10% to <20%","20% to <30%","20% to <30%","30% to <40%","30% to <40%","30% to <40%","20% to <30%"
"357",357,0,0,1,50,180,5,500011805,"30% to <40%","30% to <40%","30% to <40%",">=40%","30% to <40%","30% to <40%","30% to <40%","10% to <20%","30% to <40%","20% to <30%",">=40%",">=40%",">=40%","20% to <30%"
"358",358,0,0,1,50,180,6,500011806,">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%","20% to <30%",">=40%","30% to <40%",">=40%",">=40%",">=40%","30% to <40%"
"359",359,0,0,1,50,180,7,500011807,">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%","30% to <40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%"
"360",360,0,0,1,50,180,8,500011808,">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%"
"361",361,0,0,1,60,120,4,600011204,"<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%"
"362",362,0,0,1,60,120,5,600011205,"<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","10% to <20%","<10%","<10%"
"363",363,0,0,1,60,120,6,600011206,"<10%","<10%","<10%","<10%","<10%","10% to <20%","<10%","<10%","<10%","<10%","<10%","10% to <20%","<10%","<10%"
"364",364,0,0,1,60,120,7,600011207,"<10%","<10%","<10%","<10%","<10%","10% to <20%","10% to <20%","<10%","<10%","<10%","10% to <20%","20% to <30%","<10%","<10%"
"365",365,0,0,1,60,120,8,600011208,"10% to <20%","<10%","10% to <20%","10% to <20%","10% to <20%","20% to <30%","20% to <30%","<10%","10% to <20%","<10%","20% to <30%","30% to <40%","10% to <20%","<10%"
"366",366,0,0,1,60,140,4,600011404,"<10%","<10%","<10%","<10%","<10%","10% to <20%","<10%","<10%","<10%","<10%","<10%","10% to <20%","<10%","<10%"
"367",367,0,0,1,60,140,5,600011405,"<10%","<10%","<10%","<10%","<10%","10% to <20%","10% to <20%","<10%","<10%","<10%","10% to <20%","20% to <30%","<10%","<10%"
"368",368,0,0,1,60,140,6,600011406,"10% to <20%","<10%","10% to <20%","<10%","10% to <20%","20% to <30%","10% to <20%","<10%","<10%","<10%","10% to <20%","20% to <30%","10% to <20%","<10%"
"369",369,0,0,1,60,140,7,600011407,"10% to <20%","10% to <20%","10% to <20%","10% to <20%","10% to <20%","30% to <40%","20% to <30%","<10%","10% to <20%","10% to <20%","20% to <30%",">=40%","10% to <20%","<10%"
"370",370,0,0,1,60,140,8,600011408,"20% to <30%","10% to <20%","20% to <30%","20% to <30%","20% to <30%",">=40%",">=40%","10% to <20%","20% to <30%","10% to <20%","30% to <40%",">=40%","20% to <30%","10% to <20%"
"371",371,0,0,1,60,160,4,600011604,"10% to <20%","<10%","10% to <20%","10% to <20%","10% to <20%","20% to <30%","10% to <20%","<10%","<10%","<10%","10% to <20%","20% to <30%","10% to <20%","<10%"
"372",372,0,0,1,60,160,5,600011605,"10% to <20%","10% to <20%","10% to <20%","10% to <20%","10% to <20%","20% to <30%","20% to <30%","<10%","10% to <20%","10% to <20%","20% to <30%","30% to <40%","10% to <20%","10% to <20%"
"373",373,0,0,1,60,160,6,600011606,"20% to <30%","10% to <20%","20% to <30%","20% to <30%","20% to <30%","30% to <40%","30% to <40%","<10%","10% to <20%","10% to <20%","30% to <40%",">=40%","20% to <30%","10% to <20%"
"374",374,0,0,1,60,160,7,600011607,"20% to <30%","20% to <30%","30% to <40%","30% to <40%","20% to <30%",">=40%",">=40%","10% to <20%","20% to <30%","10% to <20%",">=40%",">=40%","20% to <30%","10% to <20%"
"375",375,0,0,1,60,160,8,600011608,">=40%","30% to <40%",">=40%",">=40%",">=40%",">=40%",">=40%","20% to <30%",">=40%","20% to <30%",">=40%",">=40%",">=40%","20% to <30%"
"376",376,0,0,1,60,180,4,600011804,"30% to <40%","20% to <30%","20% to <30%","30% to <40%","20% to <30%",">=40%","30% to <40%","10% to <20%","20% to <30%","20% to <30%",">=40%",">=40%","30% to <40%","20% to <30%"
"377",377,0,0,1,60,180,5,600011805,">=40%","30% to <40%","30% to <40%",">=40%","30% to <40%",">=40%",">=40%","20% to <30%","30% to <40%","30% to <40%",">=40%",">=40%",">=40%","20% to <30%"
"378",378,0,0,1,60,180,6,600011806,">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%","20% to <30%",">=40%",">=40%",">=40%",">=40%",">=40%","30% to <40%"
"379",379,0,0,1,60,180,7,600011807,">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%","30% to <40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%"
"380",380,0,0,1,60,180,8,600011808,">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%"
"381",381,0,0,1,70,120,4,700011204,"<10%","<10%","<10%","<10%","<10%","10% to <20%","<10%","<10%","<10%","<10%","<10%","10% to <20%","<10%","<10%"
"382",382,0,0,1,70,120,5,700011205,"<10%","<10%","<10%","<10%","<10%","10% to <20%","10% to <20%","<10%","<10%","<10%","<10%","10% to <20%","<10%","<10%"
"383",383,0,0,1,70,120,6,700011206,"10% to <20%","<10%","10% to <20%","10% to <20%","10% to <20%","10% to <20%","10% to <20%","<10%","<10%","<10%","10% to <20%","10% to <20%","<10%","<10%"
"384",384,0,0,1,70,120,7,700011207,"10% to <20%","10% to <20%","10% to <20%","10% to <20%","10% to <20%","20% to <30%","10% to <20%","10% to <20%","10% to <20%","10% to <20%","10% to <20%","20% to <30%","10% to <20%","<10%"
"385",385,0,0,1,70,120,8,700011208,"10% to <20%","10% to <20%","10% to <20%","10% to <20%","10% to <20%","30% to <40%","20% to <30%","10% to <20%","10% to <20%","10% to <20%","20% to <30%","30% to <40%","10% to <20%","10% to <20%"
"386",386,0,0,1,70,140,4,700011404,"10% to <20%","<10%","10% to <20%","10% to <20%","10% to <20%","10% to <20%","10% to <20%","<10%","<10%","<10%","10% to <20%","10% to <20%","10% to <20%","<10%"
"387",387,0,0,1,70,140,5,700011405,"10% to <20%","10% to <20%","10% to <20%","10% to <20%","10% to <20%","20% to <30%","10% to <20%","10% to <20%","10% to <20%","10% to <20%","10% to <20%","20% to <30%","10% to <20%","10% to <20%"
"388",388,0,0,1,70,140,6,700011406,"10% to <20%","10% to <20%","10% to <20%","10% to <20%","10% to <20%","20% to <30%","20% to <30%","10% to <20%","10% to <20%","10% to <20%","10% to <20%","30% to <40%","10% to <20%","10% to <20%"
"389",389,0,0,1,70,140,7,700011407,"20% to <30%","10% to <20%","20% to <30%","20% to <30%","20% to <30%","30% to <40%","20% to <30%","10% to <20%","10% to <20%","10% to <20%","20% to <30%",">=40%","10% to <20%","10% to <20%"
"390",390,0,0,1,70,140,8,700011408,"20% to <30%","20% to <30%","20% to <30%","20% to <30%","20% to <30%",">=40%",">=40%","20% to <30%","20% to <30%","20% to <30%","30% to <40%",">=40%","20% to <30%","20% to <30%"
"391",391,0,0,1,70,160,4,700011604,"10% to <20%","10% to <20%","10% to <20%","10% to <20%","10% to <20%","20% to <30%","20% to <30%","10% to <20%","10% to <20%","10% to <20%","10% to <20%","30% to <40%","10% to <20%","10% to <20%"
"392",392,0,0,1,70,160,5,700011605,"20% to <30%","10% to <20%","20% to <30%","20% to <30%","20% to <30%","30% to <40%","20% to <30%","10% to <20%","10% to <20%","10% to <20%","20% to <30%","30% to <40%","20% to <30%","10% to <20%"
"393",393,0,0,1,70,160,6,700011606,"20% to <30%","10% to <20%","20% to <30%","20% to <30%","30% to <40%",">=40%","30% to <40%","20% to <30%","20% to <30%","20% to <30%","30% to <40%",">=40%","20% to <30%","20% to <30%"
"394",394,0,0,1,70,160,7,700011607,"30% to <40%","20% to <30%","30% to <40%","30% to <40%","30% to <40%",">=40%",">=40%","20% to <30%","20% to <30%","30% to <40%",">=40%",">=40%","30% to <40%","20% to <30%"
"395",395,0,0,1,70,160,8,700011608,">=40%","30% to <40%",">=40%",">=40%",">=40%",">=40%",">=40%","30% to <40%",">=40%",">=40%",">=40%",">=40%",">=40%","30% to <40%"
"396",396,0,0,1,70,180,4,700011804,"30% to <40%","20% to <30%","30% to <40%","30% to <40%","30% to <40%",">=40%","30% to <40%","30% to <40%","30% to <40%","30% to <40%",">=40%",">=40%","30% to <40%","20% to <30%"
"397",397,0,0,1,70,180,5,700011805,">=40%","30% to <40%",">=40%",">=40%",">=40%",">=40%",">=40%","30% to <40%",">=40%",">=40%",">=40%",">=40%",">=40%","30% to <40%"
"398",398,0,0,1,70,180,6,700011806,">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%"
"399",399,0,0,1,70,180,7,700011807,">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%"
"400",400,0,0,1,70,180,8,700011808,">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%"
"401",401,0,0,0,40,120,4,400001204,"<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%"
"402",402,0,0,0,40,120,5,400001205,"<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%"
"403",403,0,0,0,40,120,6,400001206,"<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%"
"404",404,0,0,0,40,120,7,400001207,"<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%"
"405",405,0,0,0,40,120,8,400001208,"<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","10% to <20%","<10%","<10%","<10%"
"406",406,0,0,0,40,140,4,400001404,"<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%"
"407",407,0,0,0,40,140,5,400001405,"<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%"
"408",408,0,0,0,40,140,6,400001406,"<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%"
"409",409,0,0,0,40,140,7,400001407,"<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","10% to <20%","<10%","<10%","<10%"
"410",410,0,0,0,40,140,8,400001408,"<10%","<10%","10% to <20%","10% to <20%","10% to <20%","<10%","<10%","<10%","10% to <20%","<10%","20% to <30%","20% to <30%","10% to <20%","<10%"
"411",411,0,0,0,40,160,4,400001604,"<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%"
"412",412,0,0,0,40,160,5,400001605,"<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%"
"413",413,0,0,0,40,160,6,400001606,"<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","10% to <20%","10% to <20%","<10%","<10%"
"414",414,0,0,0,40,160,7,400001607,"10% to <20%","10% to <20%","10% to <20%","10% to <20%","10% to <20%","<10%","<10%","<10%","10% to <20%","<10%","20% to <30%","20% to <30%","10% to <20%","<10%"
"415",415,0,0,0,40,160,8,400001608,"20% to <30%","20% to <30%","20% to <30%","20% to <30%","20% to <30%","10% to <20%","10% to <20%","<10%","20% to <30%","10% to <20%",">=40%",">=40%","20% to <30%","10% to <20%"
"416",416,0,0,0,40,180,4,400001804,"<10%","10% to <20%","10% to <20%","20% to <30%","10% to <20%","<10%","10% to <20%","<10%","10% to <20%","<10%","10% to <20%","10% to <20%","10% to <20%","10% to <20%"
"417",417,0,0,0,40,180,5,400001805,"10% to <20%","10% to <20%","20% to <30%","20% to <30%","20% to <30%","10% to <20%","10% to <20%","<10%","10% to <20%","10% to <20%","20% to <30%","20% to <30%","20% to <30%","10% to <20%"
